ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000179889	PDXDC1	16	15068448	15233196	1	protein_coding	23042	PDXDC1	2.30260183441473e-07	-0.437005006	25	13.49	0.0001339	rs2941265	1043
ENSG00000157045	NTAN1	16	15131710	15149921	-1	protein_coding	123803	NTAN1	0.0158736622184606	NA	3	5.849	0.001479	rs2941265	1043
ENSG00000085721	RRN3	16	15153879	15188174	-1	protein_coding	54700	RRN3	0.000474580439094432	-0.668988091	14	13.49	0.001595	rs2941265	1043
ENSG00000103489	XYLT1	16	17195626	17564738	-1	protein_coding	64131	XYLT1	0.985159711217428	2.939790489	5	16.75	0.0001453	rs936354	1044
ENSG00000103534	TMC5	16	19421818	19510435	1	protein_coding	79838	TMC5	0.000196303180727183	1.283841932	62	14.99	1.323e-05	rs138061901	1045
ENSG00000006007	GDE1	16	19513015	19533467	-1	protein_coding	51573	GDE1	4.09186346553975e-05	-0.566252452	27	13.96	1.168e-05	rs138061901	1045
ENSG00000103540	CCP110	16	19535133	19564730	1	protein_coding	9738	CCP110	0.015731918368029	-0.56816483	41	21.6	9.523e-06	rs138061901	1045
ENSG00000103544	C16orf62	16	19566562	19718115	1	protein_coding	57020	C16orf62	1.28585119520756e-05	-0.529443672	32	12.25	8.248e-06	rs138061901	1045
ENSG00000103404	USP31	16	23072727	23160591	-1	protein_coding	57478	USP31	0.00875110488790412	0.029705701	10	23.5	0.0002594	rs35862831	1046
ENSG00000166828	SCNN1G	16	23194036	23228204	1	protein_coding	6340	SCNN1G	0.368698568765529	1.262198537	1	7.243	0.0006963	rs35862831	1046
ENSG00000166501	PRKCB	16	23847322	24231932	1	protein_coding	5579	PRKCB	0.999908070013039	2.009118153	11	6.643	5.054e-07	rs6497725	1047
ENSG00000174939	ASPHD1	16	29911696	29931185	1	protein_coding	253982	ASPHD1	0.120035612549071	-0.528569712	24	13.7	4.956e-11	rs4787491;rs2289292;rs3814883;rs28529403;rs12932403;rs117590634	1049
ENSG00000174943	KCTD13	16	29916333	29938356	-1	protein_coding	253980	KCTD13	0.79196093357248	-0.595147764	30	13.7	2.568e-11	rs4787491;rs2289292;rs3814883;rs28529403;rs12932403;rs117590634	1049
ENSG00000149932	TMEM219	16	29952206	29984373	1	protein_coding	124446	TMEM219	0.00103535655502854	-0.146992867	49	18	7.497e-14	rs3814883;rs28529403;rs12932403;rs4787491;rs35478648	1049
ENSG00000149930	TAOK2	16	29984962	30003582	1	protein_coding	9344	TAOK2	0.998764492352461	-1.19162631	36	18.16	2.468e-14	rs35478648;rs3814883;rs4787491	1049
ENSG00000149929	HIRIP3	16	30003645	30007757	-1	protein_coding	8479	HIRIP3	0.0190027818505393	-1.203707941	21	18.16	2.468e-14	rs3814883;rs4787491	1049
ENSG00000169592	INO80E	16	30006615	30017114	1	protein_coding	283899	INO80E	0.0174146851193449	-1.077285896	28	18.17	8.347e-14	rs3814883;rs4787491;rs117590634	1049
ENSG00000149927	DOC2A	16	30016830	30034591	-1	protein_coding	8448	DOC2A	0.0185536457979363	NA	44	18.17	8.347e-14	rs3814883;rs4787491;rs117590634;rs11150582	1049
ENSG00000167194	C16orf92	16	30034655	30039057	1	protein_coding	146378	C16orf92	0.018925440394968	0.293839019	31	15.67	1.745e-11	rs3814883;rs4787491;rs11150582	1049
ENSG00000149926	FAM57B	16	30035748	30064299	-1	protein_coding	100996332	FAM57B	0.285736245520272	NA	50	15.67	9.685e-12	rs3814883;rs4787491;rs11150582;rs35478648	1049
ENSG00000149925	ALDOA	16	30064411	30081778	1	protein_coding	226	ALDOA	0.0248344029134968	-1.301161067	19	13.6	9.685e-12	rs35478648;rs4787491;rs3814883;rs3809627	1049
ENSG00000149923	PPP4C	16	30087299	30096698	1	protein_coding	5531	PPP4C	0.759585900442172	-0.372627201	15	21.7	7.002e-12	rs4787491;rs3809627;rs3814883;rs2289292	1049
ENSG00000149922	TBX6	16	30097114	30103208	-1	protein_coding	6911	TBX6	0.0291474892908083	-0.693710249	15	21.7	7.002e-12	rs4787491;rs3809627;rs3814883;rs2289292	1049
ENSG00000090238	YPEL3	16	30103635	30108236	-1	protein_coding	83719	YPEL3	0.122709138935465	NA	13	21.7	7.002e-12	rs3814883;rs4787491;rs3809627;rs2289292	1049
ENSG00000102886	GDPD3	16	30116131	30125177	-1	protein_coding	79153	GDPD3	1.05164952856676e-07	-0.37516073	18	15.65	2.671e-10	rs4787491;rs3809627;rs3814883;rs56060058;rs2289292;rs28529403;rs36084237;rs9319584	1049
ENSG00000102882	MAPK3	16	30125426	30134827	-1	protein_coding	5595	MAPK3	0.409692328374644	NA	24	13.16	2.671e-10	rs3814883;rs4787491;rs56060058;rs2289292;rs3809627;rs28529403;rs36084237;rs9319584	1049
ENSG00000102879	CORO1A	16	30194148	30200397	1	protein_coding	11151	CORO1A	0.954491479297814	NA	6	10.71	1.671e-05	rs2887799	1049
ENSG00000169627	BOLA2B	16	30204255	30205627	-1	protein_coding	654483	BOLA2B	NA	-0.74293102	2	10.71	5.77e-05	rs2887799	1049
ENSG00000132207	SLX1A	16	30205208	30208882	1	protein_coding	101929864	SLX1A	0.625453893215557	-0.393538474	1	10.71	5.77e-05	rs2887799	1049
ENSG00000261052	SULT1A3	16	30205754	30215631	1	protein_coding	101929857	SULT1A3	0.372332179105009	-1.230780265	1	10.71	5.77e-05	rs2887799	1049
ENSG00000169217	CD2BP2	16	30362087	30366682	-1	protein_coding	10421	CD2BP2	0.000336174209255009	-1.359749265	1	1.531	NA	rs9319584	1049
ENSG00000169221	TBC1D10B	16	30368423	30381585	-1	protein_coding	26000	TBC1D10B	0.98178412798823	-0.103269099	2	12.92	9.287e-05	rs9319584	1049
ENSG00000180209	MYLPF	16	30382255	30389312	1	protein_coding	29895	MYLPF	0.602001132166449	-0.355940446	2	12.92	9.287e-05	rs9319584	1049
ENSG00000180035	ZNF48	16	30389427	30411429	1	protein_coding	197407	ZNF48	0.0324251458384005	NA	1	12.92	9.287e-05	rs9319584	1049
ENSG00000180096	SEPT1	16	30389454	30407312	-1	protein_coding	1731	SEPT1	0.00293746552059533	NA	1	12.92	9.287e-05	rs9319584	1049
ENSG00000270466	SEPT1	16	30389755	30393863	-1	protein_coding	NA	NA	NA	NA	1	12.92	9.287e-05	rs9319584	1049
ENSG00000167208	SNX20	16	50700211	50715264	-1	protein_coding	124460	SNX20	4.12728270614269e-05	0.066979399	2	5.969	1.756e-05	rs1861759	1050
ENSG00000167207	NOD2	16	50727514	50766988	1	protein_coding	64127	NOD2	5.52076952261577e-19	0.207940234	28	13.74	1.745e-07	rs1861759	1050
ENSG00000083799	CYLD	16	50775961	50835846	1	protein_coding	1540	CYLD	0.994720107012035	-1.964305581	33	10.3	1.069e-05	rs1861759	1050
ENSG00000140718	FTO	16	53737875	54155853	1	protein_coding	79068	FTO	0.0113445756239307	0.293683447	38	10.66	0.0002302	rs12597422	1051
ENSG00000087258	GNAO1	16	56225302	56391356	1	protein_coding	2775	GNAO1	0.98428817684836	0.474248501	4	6.3	2.865e-07	rs3827948	1052
ENSG00000103034	NDRG4	16	58496750	58547532	1	protein_coding	65009	NDRG4	0.0198090719902488	-0.303295559	22	19.69	4.621e-08	rs154433;rs7184114	1053
ENSG00000103037	SETD6	16	58549383	58554431	1	protein_coding	79918	SETD6	1.02142648154529e-09	0.616793586	31	19.69	4.621e-08	rs154433;rs7184114	1053
ENSG00000125107	CNOT1	16	58553855	58663790	-1	protein_coding	23019	CNOT1	0.99999999999948	-0.46080713	222	19.69	2.278e-08	rs154433;rs7184114;rs12325003	1053
ENSG00000135720	DYNC1LI2	16	66754796	66785701	-1	protein_coding	1783	DYNC1LI2	0.798419344341552	-1.395180891	24	13.12	2.156e-07	rs7197065;rs77463171	1058
ENSG00000249961	CCDC79	16	66788879	66835523	-1	protein_coding	283847	CCDC79	NA	NA	29	12.25	3.117e-07	rs7197065;rs77463171	1058
ENSG00000159593	NAE1	16	66836778	66907159	-1	protein_coding	8883	NAE1	1.90378758487526e-07	-0.51498277	41	11.47	3.117e-07	rs7197065;rs77463171	1058
ENSG00000168748	CA7	16	66878282	66888056	1	protein_coding	766	CA7	0.77537597388821	0.289238204	12	8.384	4.725e-07	rs7197065;rs77463171	1058
ENSG00000172840	PDP2	16	66912492	66929657	1	protein_coding	57546	PDP2	1.86119178038611e-05	0.433101106	31	19.65	3.564e-07	rs7197065;rs77463171	1058
ENSG00000166589	CDH16	16	66942025	66952887	-1	protein_coding	1014	CDH16	6.80363206242921e-13	-0.009828318	22	22.8	4.316e-08	rs7197065;rs77463171	1058
ENSG00000166592	RRAD	16	66955582	66959547	-1	protein_coding	6236	RRAD	0.310768743276529	-0.765001856	9	22.8	6.626e-08	rs77463171;rs7197065	1058
ENSG00000166595	FAM96B	16	66965959	66968326	-1	protein_coding	51647	FAM96B	0.00210375204791455	-0.561896846	1	7.761	2.766e-05	rs7197065	1058
ENSG00000172831	CES2	16	66968347	66978999	1	protein_coding	8824	CES2	1.07504051110477e-10	-1.522360922	1	7.761	2.766e-05	rs7197065	1058
ENSG00000141084	RANBP10	16	67757005	67840555	-1	protein_coding	57610	RANBP10	0.951824229348564	-2.159196803	11	9.847	3.474e-05	rs3743739	1059
ENSG00000102904	TSNAXIP1	16	67840668	67866051	1	protein_coding	55815	TSNAXIP1	9.27238409136455e-18	-0.329502309	7	9.847	3.474e-05	rs3743739	1059
ENSG00000102901	CENPT	16	67862060	67881714	-1	protein_coding	80152	CENPT	0.0553623518797919	-0.678945996	3	4.821	3.035e-05	rs3743739	1059
ENSG00000168286	THAP11	16	67876213	67878097	1	protein_coding	57215	THAP11	0.465632985581296	NA	2	4.821	3.035e-05	rs3743739	1059
ENSG00000102898	NUTF2	16	67880635	67906470	1	protein_coding	128322	NUTF2	0.885150385053397	-0.697364064	7	13.42	2.406e-05	rs3743739	1059
ENSG00000038358	EDC4	16	67906926	67918406	1	protein_coding	23644	EDC4	0.995195899401119	-0.559324502	7	22.4	2.406e-05	rs3743739	1059
ENSG00000188038	NRN1L	16	67918708	67922758	1	protein_coding	123904	NRN1L	0.000386710849157266	-0.414516035	5	22.4	2.406e-05	rs3743739	1059
ENSG00000159792	PSKH1	16	67927175	67963581	1	protein_coding	5681	PSKH1	0.0178742052133664	-1.242927374	9	22.4	2.007e-05	rs3743739	1059
ENSG00000141086	CTRL	16	67961543	67966317	-1	protein_coding	1506	CTRL	7.86917801865378e-06	-0.428819695	5	17.17	2.007e-05	rs3743739	1059
ENSG00000261884	CTC-479C5.12	16	67963517	67969920	-1	protein_coding	NA	NA	NA	NA	6	17.17	1.714e-05	rs3743739	1059
ENSG00000205220	PSMB10	16	67968405	67970990	-1	protein_coding	5699	PSMB10	2.33997900720924e-05	-0.218920453	6	17.17	1.714e-05	rs3743739	1059
ENSG00000213398	LCAT	16	67973653	67978034	-1	protein_coding	3931	LCAT	0.496435716280553	-0.294092703	6	17.17	1.714e-05	rs3743739	1059
ENSG00000124067	SLC12A4	16	67977377	68003504	-1	protein_coding	6560	SLC12A4	1.82559229552341e-07	-0.363903797	10	17.17	6.703e-06	rs3743739	1059
ENSG00000141096	DPEP3	16	68009566	68014732	-1	protein_coding	64180	DPEP3	9.13571963954139e-07	-0.50898965	3	6.943	4.245e-06	rs3743739	1059
ENSG00000167261	DPEP2	16	68021297	68034489	-1	protein_coding	64174	DPEP2	4.01062336318903e-05	-0.461548869	5	6.943	4.245e-06	rs3743739	1059
ENSG00000167264	DUS2	16	68021649	68113223	1	protein_coding	54920	DUS2	0.000272032398658379	NA	53	17.05	2.184e-06	rs3743739	1059
ENSG00000182810	DDX28	16	68055179	68057770	-1	protein_coding	55794	DDX28	0.0348937305744781	-0.695272955	7	9.906	4.891e-06	rs3743739	1059
ENSG00000072736	NFATC3	16	68118654	68263162	1	protein_coding	4775	NFATC3	0.998062457612728	0.527373753	110	15.77	4.398e-07	rs3743739	1059
ENSG00000103067	ESRP2	16	68263014	68272005	-1	protein_coding	102466194	ESRP2	0.731424518577173	-1.022746055	26	11.82	4.398e-07	rs3743739	1059
ENSG00000103066	PLA2G15	16	68279207	68294961	1	protein_coding	23659	PLA2G15	0.658429999883026	-0.279350899	29	16.22	3.971e-07	rs3743739;rs61733486	1059
ENSG00000103064	SLC7A6	16	68298433	68335722	1	protein_coding	9057	SLC7A6	0.0224285001107606	-2.221294145	26	16.22	3.971e-07	rs3743739;rs61733486;rs11862968	1059
ENSG00000103061	SLC7A6OS	16	68318406	68344849	-1	protein_coding	84138	SLC7A6OS	0.807327025070433	-1.885761498	21	15.01	3.162e-06	rs3743739;rs61733486;rs11862968	1059
ENSG00000132600	PRMT7	16	68344877	68392466	1	protein_coding	54496	PRMT7	8.30563679212495e-09	-0.873098608	31	20.7	5.04e-07	rs61733486;rs11862968	1059
ENSG00000103056	SMPD3	16	68392231	68482591	-1	protein_coding	55512	SMPD3	0.659196149583207	-0.537754418	39	20.7	4.386e-07	rs61733486;rs11862968	1059
ENSG00000103044	HAS3	16	69139467	69152622	1	protein_coding	3038	HAS3	0.26938711218293	-0.838005778	3	9.277	0.0002367	rs13331198	1060
ENSG00000168802	CHTF8	16	69151913	69166487	-1	protein_coding	54921	CHTF8	0.275816998725164	-0.491897054	8	15.87	0.000176	rs13331198	1060
ENSG00000263203	CHTF8	16	69152757	69154331	-1	protein_coding	NA	NA	NA	-0.491897054	4	8.763	0.007497	rs13331198	1060
ENSG00000141076	CIRH1A	16	69165194	69265033	1	protein_coding	84916	CIRH1A	0.0940277046265138	NA	40	21.7	2.692e-06	rs13331198	1060
ENSG00000168807	SNTB2	16	69221032	69342955	1	protein_coding	6645	SNTB2	0.036218317626175	-1.417098756	69	21.7	2.692e-06	rs13331198;rs17702834	1060
ENSG00000260914	RP11-343C2.11	16	69333585	69354614	1	protein_coding	NA	NA	NA	NA	32	21.1	5.17e-06	rs13331198;rs17702834	1060
ENSG00000132612	VPS4A	16	69345259	69358949	1	protein_coding	27183	VPS4A	NA	NA	27	21.1	5.17e-06	rs13331198;rs17702834	1060
ENSG00000213380	COG8	16	69354043	69373570	-1	protein_coding	84342	COG8	1.87304071695129e-05	-0.173605021	33	21.1	5.17e-06	rs13331198;rs17702834	1060
ENSG00000258429	PDF	16	69362524	69364498	-1	protein_coding	64146	PDF	0.0503154180966918	-0.040959267	17	21.1	6.206e-06	rs17702834;rs13331198	1060
ENSG00000272617	RP11-343C2.12	16	69362547	69368774	-1	protein_coding	NA	NA	NA	NA	21	21.1	6.206e-06	rs17702834;rs13331198	1060
ENSG00000260371	RP11-343C2.9	16	69368994	69390209	-1	protein_coding	NA	NA	NA	NA	23	16.62	1.12e-05	rs13331198	1060
ENSG00000259900	RP11-343C2.7	16	69369179	69385633	-1	protein_coding	NA	NA	NA	NA	20	16.62	1.12e-05	rs13331198	1060
ENSG00000132603	NIP7	16	69373333	69377014	1	protein_coding	51388	NIP7	0.603152382697747	1.129236796	16	16.62	1.12e-05	rs13331198	1060
ENSG00000157315	TMED6	16	69377151	69385712	-1	protein_coding	146456	TMED6	0.000563599382674353	-0.289729355	14	16.62	1.12e-05	rs13331198	1060
ENSG00000132604	TERF2	16	69389464	69442474	-1	protein_coding	7014	TERF2	0.927472177448586	-0.576801065	23	13.58	4.411e-05	rs13331198	1060
ENSG00000172137	CALB2	16	71392616	71424341	1	protein_coding	794	CALB2	0.00123890128989255	-0.281637589	30	18.21	2.048e-07	rs6499508;rs62053068	1062
ENSG00000167377	ZNF23	16	71481500	71496998	-1	protein_coding	7571	ZNF23	8.37282562295769e-07	-0.580455729	5	4.978	6.003e-06	rs62053068	1062
ENSG00000261611	AC010547.9	16	71481503	71523214	-1	protein_coding	7571	NA	NA	NA	7	4.978	3.012e-06	rs62053068	1062
ENSG00000157429	ZNF19	16	71498453	71598992	-1	protein_coding	7567	ZNF19	1.78277433532571e-05	-0.369655026	18	8.783	2.235e-06	rs62053068	1062
ENSG00000140835	CHST4	16	71559136	71572649	1	protein_coding	10164	CHST4	5.59232486282113e-09	-0.036977362	8	7.267	2.235e-06	rs62053068	1062
ENSG00000140832	MARVELD3	16	71660064	71676017	1	protein_coding	91862	MARVELD3	0.000303793592671722	0.057529323	1	6.427	1.03e-05	rs62058277	1062
ENSG00000040199	PHLPP2	16	71671738	71758604	-1	protein_coding	23035	PHLPP2	0.0157973198741475	-0.244888797	1	1.018	0.0003018	rs62058277	1062
ENSG00000166747	AP1G1	16	71762913	71843104	-1	protein_coding	164	AP1G1	0.999975846160012	-1.062854701	1	0.769	8.801e-05	rs62058277	1062
ENSG00000182149	IST1	16	71879899	71962913	1	protein_coding	9798	IST1	0.0231106718602087	0.009391166	2	0.346	4.466e-05	rs62058277	1062
ENSG00000102967	DHODH	16	72042487	72058954	1	protein_coding	1723	DHODH	0.0128239089226836	0.964114846	2	3.303	3.25e-06	rs75329497	1062
ENSG00000140830	TXNL4B	16	72078188	72128330	-1	protein_coding	54957	TXNL4B	0.0173065222001966	-0.594229131	3	18.4	1.2e-05	rs75329497;rs62058277	1062
ENSG00000257017	HP	16	72088491	72094954	1	protein_coding	3240	HP	0.0293907467277115	1.044201482	1	18.4	1.2e-05	rs62058277	1062
ENSG00000261701	HPR	16	72088522	72111145	1	protein_coding	3250	HPR	2.94872175113387e-07	-0.259844844	1	18.4	1.2e-05	rs62058277	1062
ENSG00000140829	DHX38	16	72127461	72146811	1	protein_coding	9785	DHX38	1.03801324416004e-06	0.106968944	1	3.718	0.001359	rs75329497	1062
ENSG00000118557	PMFBP1	16	72146056	72210777	-1	protein_coding	83449	PMFBP1	NA	-0.012306604	4	9.209	2.645e-05	rs75329497;rs62058277	1062
ENSG00000140836	ZFHX3	16	72816784	73093597	-1	protein_coding	463	ZFHX3	0.999999999859262	-0.743235225	7	21.9	6.011e-05	rs62058277	1062
ENSG00000152910	CNTNAP4	16	76311176	76593135	1	protein_coding	85445	CNTNAP4	2.3431154940654e-05	0.039113664	1	3.18	6.845e-05	rs1549662	1064
ENSG00000140945	CDH13	16	82660408	83830204	1	protein_coding	1012	CDH13	NA	-0.348066372	2	3.287	7.69e-07	rs11647188	1065
ENSG00000135709	KIAA0513	16	85061375	85127836	1	protein_coding	9764	KIAA0513	0.0758306424438943	1.449833012	1	1.725	8.982e-05	rs3764278	1066
ENSG00000153789	FAM92B	16	85131965	85146114	-1	protein_coding	339145	FAM92B	3.59457728092944e-11	0.998476235	1	1.725	8.982e-05	rs3764278	1066
ENSG00000103264	FBXO31	16	87360593	87425748	-1	protein_coding	79791	FBXO31	0.911167117005807	-0.052861849	1	1.867	0.0001052	rs2042395	1067
ENSG00000140941	MAP1LC3B	16	87417601	87438385	1	protein_coding	81631	MAP1LC3B	0.0617608767755467	1.467386741	4	23.8	4.284e-06	rs2042395	1067
ENSG00000140948	ZCCHC14	16	87439852	87525651	-1	protein_coding	23174	ZCCHC14	0.94883572655475	-1.830202428	18	23.8	1.107e-06	rs2042395;rs9938881	1067
ENSG00000154118	JPH3	16	87635441	87731762	1	protein_coding	57338	JPH3	0.986177997424036	-0.589402398	2	1.706	9.013e-06	rs56188186	1067
ENSG00000104731	KLHDC4	16	87730091	87799598	-1	protein_coding	54758	KLHDC4	3.7052834500335e-19	0.271599887	1	1.576	0.0004907	rs56188186	1067
ENSG00000167522	ANKRD11	16	89334038	89556969	-1	protein_coding	29123	ANKRD11	0.999999821632236	NA	88	9.415	1.197e-07	rs3114896;rs2911268;rs4785573;rs17471624;rs55637757	1068
ENSG00000197912	SPG7	16	89557325	89624176	1	protein_coding	101930112	SPG7	1.38467339967464e-18	-0.341442929	98	23.7	1.197e-07	rs17471624;rs4785573;rs60724534;rs55637757;rs12932628	1068
ENSG00000167526	RPL13	16	89627065	89630950	1	protein_coding	606500	RPL13	0.914867444922444	0.778408702	40	23.7	6.978e-07	rs17471624;rs55637757;rs12932628;rs60724534	1068
ENSG00000178773	CPNE7	16	89642176	89663654	1	protein_coding	27132	CPNE7	1.63023438294019e-13	NA	32	8.493	7.716e-08	rs17471624;rs12932628;rs60724534;rs369230;rs352935;rs4785573;rs464274	1068
ENSG00000015413	DPEP1	16	89679716	89704839	1	protein_coding	1800	DPEP1	0.000136492958599163	-0.167373086	41	9.37	9.509e-08	rs154665;rs445537;rs9673694;rs396742	1068
ENSG00000131165	CHMP1A	16	89710839	89724253	-1	protein_coding	5119	CHMP1A	0.252036809419505	0.228699745	38	9.37	5.372e-07	rs154665;rs396742;rs445537;rs9673694;rs2437956;rs187283	1068
ENSG00000167523	SPATA33	16	89724210	89737680	1	protein_coding	124045	SPATA33	2.72892869796854e-06	0.42595794	39	10.59	5.372e-07	rs396742;rs445537;rs154665;rs2437956;rs187283	1068
ENSG00000185324	CDK10	16	89747145	89762772	1	protein_coding	8558	CDK10	2.3367075460824e-10	-0.209287955	35	10.71	3.016e-07	rs396742;rs445537;rs2437956;rs154665	1068
ENSG00000260259	RP11-368I7.4	16	89749028	89752977	-1	protein_coding	NA	NA	NA	NA	20	10.71	1.293e-06	rs2437956;rs396742;rs445537;rs154665	1068
ENSG00000158792	SPATA2L	16	89762751	89768113	-1	protein_coding	124044	SPATA2L	0.0469218644980502	1.088727464	19	10.71	3.016e-07	rs396742;rs445537;rs7186192	1068
ENSG00000075399	VPS9D1	16	89773542	89787394	-1	protein_coding	9605	VPS9D1	0.00176648362917067	NA	37	20.7	3.016e-07	rs396742;rs7186192;rs2376877;rs56283750;rs11076631	1068
ENSG00000158805	ZNF276	16	89786808	89807311	1	protein_coding	92822	ZNF276	0.000257274838666869	NA	70	20.7	1.807e-08	rs7186192;rs396742;rs2376877;rs56283750;rs11076631;rs12923751	1068
ENSG00000187741	FANCA	16	89803957	89883065	-1	protein_coding	2175	FANCA	2.08124711168363e-34	NA	258	11.04	3.704e-09	rs7186192;rs396742;rs2376877;rs11076631;rs56283750;rs12923751;rs1558151	1068
ENSG00000204991	SPIRE2	16	89884587	89937727	1	protein_coding	84501	SPIRE2	1.1281776245309e-10	-0.545172322	87	11.04	3.704e-09	rs11076631;rs56283750;rs7186192;rs2376877;rs1558151	1068
ENSG00000141002	TCF25	16	89940000	89977792	1	protein_coding	22980	TCF25	0.0517782774404855	NA	1	2.956	0.0003025	rs1558151	1068
ENSG00000140995	DEF8	16	90014333	90034468	1	protein_coding	54849	DEF8	0.389991487866254	1.457518434	5	4.873	2.173e-06	rs4785751;rs11644618	1068
ENSG00000177946	CENPBD1	16	90036206	90038942	-1	protein_coding	92806	CENPBD1	0.0200720946377584	-0.392978384	3	4.873	2.173e-06	rs4785751;rs11644618	1068
ENSG00000003249	DBNDD1	16	90071273	90086536	-1	protein_coding	79007	DBNDD1	0.000234996408377196	-0.663797933	5	12.05	2.461e-06	rs11644618	1068
ENSG00000141013	GAS8	16	90086037	90111383	1	protein_coding	2622	GAS8	8.03531596883606e-08	1.927189183	12	2.82	7.31e-08	rs11644618;rs2241033	1068
ENSG00000126856	PRDM7	16	90122974	90158480	-1	protein_coding	11105	PRDM7	3.13626272886712e-10	0.817071391	2	0.694	NA	rs2241033	1068
ENSG00000108953	YWHAE	17	1247566	1303672	-1	protein_coding	7531	YWHAE	0.964161141960601	-0.461731308	128	18.1	4.515e-10	rs9896486;rs3752827;rs74776107;rs75954573;rs4790082	1069
ENSG00000167193	CRK	17	1323983	1366456	-1	protein_coding	1398	CRK	0.864536311467028	0.341200168	22	20.7	7.692e-06	rs74776107;rs75954573	1069
ENSG00000197879	MYO1C	17	1367392	1396106	-1	protein_coding	4641	MYO1C	3.89020504800004e-08	0.096697315	10	20.7	8.288e-06	rs75954573	1069
ENSG00000108963	DPH1	17	1933404	1946724	1	protein_coding	1801	DPH1	2.34177044084966e-08	NA	3	9.554	7.062e-05	rs2019872;rs9899468	1070
ENSG00000262664	OVCA2	17	1945327	1946724	1	protein_coding	124641	OVCA2	3.94781518236935e-05	0.571300226	3	9.554	7.062e-05	rs2019872;rs9899468	1070
ENSG00000177374	HIC1	17	1957448	1962981	1	protein_coding	3090	HIC1	NA	NA	3	9.554	7.062e-05	rs2019872;rs9899468	1070
ENSG00000070366	SMG6	17	1963133	2207065	-1	protein_coding	23293	SMG6	0.999935136420641	-0.496661291	381	23.1	1.828e-10	rs9899468;rs3760232;rs2019872;rs11869619;rs216196;rs12943566;rs7213756	1070
ENSG00000167720	SRR	17	2206677	2228554	1	protein_coding	63826	SRR	0.179017047265105	NA	34	23.1	5.308e-10	rs12943566;rs7213756;rs9899468;rs216196	1070
ENSG00000167721	TSR1	17	2225797	2240801	-1	protein_coding	55720	TSR1	8.33290388723747e-20	NA	2	5.472	7.778e-08	rs12943566	1070
ENSG00000007168	PAFAH1B1	17	2496504	2588909	1	protein_coding	5048	PAFAH1B1	0.99963285344523	-1.250002453	34	16.85	9.054e-06	rs4790356	1071
ENSG00000132361	CLUH	17	2592680	2615957	-1	protein_coding	23277	CLUH	0.999701830275383	-0.803718725	3	16.85	9.054e-06	rs4790356	1071
ENSG00000074755	ZZEF1	17	3907739	4046314	-1	protein_coding	23140	ZZEF1	0.999923090647574	-0.9718009	110	17.19	9.345e-07	rs4284685;rs35010221;rs8067333;rs17764251	1072
ENSG00000167740	CYB5D2	17	4046462	4090605	1	protein_coding	124936	CYB5D2	4.57076963496539e-05	0.389803278	36	11.81	8.53e-07	rs4284685;rs8067333	1072
ENSG00000185722	ANKFY1	17	4067201	4167274	-1	protein_coding	51479	ANKFY1	0.994632887688137	-1.282128238	100	12.47	3.51e-07	rs4284685;rs68089023;rs35010221	1072
ENSG00000132388	UBE2G1	17	4172554	4269923	-1	protein_coding	7326	UBE2G1	0.745694457175788	-1.265623147	122	12.39	3.275e-07	rs68089023;rs4284685;rs35010221;rs17764251	1072
ENSG00000029725	RABEP1	17	5185558	5289129	1	protein_coding	9135	RABEP1	0.982815073240194	1.266330249	143	21.7	9.771e-07	rs2189336;rs8064959;rs8703	1073
ENSG00000108559	NUP88	17	5264258	5323480	-1	protein_coding	4927	NUP88	4.69521177860175e-06	0.212541834	195	21.7	9.771e-07	rs2189336;rs8064959;rs8703	1073
ENSG00000129197	RPAIN	17	5322961	5336196	1	protein_coding	84268	RPAIN	6.3595199382132e-06	-0.303428103	43	12.09	1.339e-06	rs8064959;rs8703;rs2189336	1073
ENSG00000108561	C1QBP	17	5336097	5352150	-1	protein_coding	708	C1QBP	0.0720502387914283	0.085995462	3	8.909	3.326e-06	rs2189336	1073
ENSG00000005100	DHX33	17	5344232	5372380	-1	protein_coding	56919	DHX33	0.0083822781334698	-0.549097784	5	6.791	1.339e-05	rs2189336	1073
ENSG00000072849	DERL2	17	5374571	5390131	-1	protein_coding	51009	DERL2	0.932959932073288	-0.802029334	5	6.791	2.986e-05	rs2189336	1073
ENSG00000167842	MIS12	17	5389605	5394134	1	protein_coding	79003	MIS12	0.020597647163852	2.14593817	3	6.307	2.986e-05	rs2189336	1073
ENSG00000129195	FAM64A	17	6347735	6354789	1	protein_coding	54478	FAM64A	0.239012864115994	0.105995382	11	9.544	0.0001632	rs4796500	1074
ENSG00000091622	PITPNM3	17	6354584	6459814	-1	protein_coding	83394	PITPNM3	0.999503783305149	NA	11	9.544	0.0001632	rs4796500	1074
ENSG00000188803	SHISA6	17	11144580	11467380	1	protein_coding	388336	SHISA6	NA	1.930303232	19	9.913	0.0001297	rs55993446	1076
ENSG00000006740	ARHGAP44	17	12692856	12894960	1	protein_coding	9912	ARHGAP44	0.999299004436186	0.003034825	61	10.07	2.995e-10	rs149048042;rs9889794;rs73292401;rs2072261;rs1044569	1077
